dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
07/12/2020,7,12,2020,750,15,Algeria,DZ,DZA,43053054,Africa,31.10116184
06/12/2020,6,12,2020,772,9,Algeria,DZ,DZA,43053054,Africa,31.88623971
05/12/2020,5,12,2020,803,12,Algeria,DZ,DZA,43053054,Africa,32.45995046
04/12/2020,4,12,2020,843,16,Algeria,DZ,DZA,43053054,Africa,33.15676514
03/12/2020,3,12,2020,932,17,Algeria,DZ,DZA,43053054,Africa,33.57485395
02/12/2020,2,12,2020,963,16,Algeria,DZ,DZA,43053054,Africa,33.8210618
01/12/2020,1,12,2020,968,21,Algeria,DZ,DZA,43053054,Africa,33.91164771
30/11/2020,30,11,2020,1009,17,Algeria,DZ,DZA,43053054,Africa,33.7769302
29/11/2020,29,11,2020,1044,21,Algeria,DZ,DZA,43053054,Africa,33.43084558
28/11/2020,28,11,2020,1058,20,Algeria,DZ,DZA,43053054,Africa,32.96630246
27/11/2020,27,11,2020,1085,23,Algeria,DZ,DZA,43053054,Africa,32.52266378
26/11/2020,26,11,2020,1025,20,Algeria,DZ,DZA,43053054,Africa,31.97914833
25/11/2020,25,11,2020,1133,15,Algeria,DZ,DZA,43053054,Africa,31.48208719
24/11/2020,24,11,2020,1005,19,Algeria,DZ,DZA,43053054,Africa,30.59945527
23/11/2020,23,11,2020,1088,35,Algeria,DZ,DZA,43053054,Africa,29.75630951
22/11/2020,22,11,2020,1019,1,Algeria,DZ,DZA,43053054,Africa,28.78541439
21/11/2020,21,11,2020,1103,15,Algeria,DZ,DZA,43053054,Africa,27.76806496
20/11/2020,20,11,2020,1023,18,Algeria,DZ,DZA,43053054,Africa,26.67174319
19/11/2020,19,11,2020,1038,20,Algeria,DZ,DZA,43053054,Africa,25.78678855
18/11/2020,18,11,2020,1002,18,Algeria,DZ,DZA,43053054,Africa,24.64865791
17/11/2020,17,11,2020,910,14,Algeria,DZ,DZA,43053054,Africa,23.2619967
16/11/2020,16,11,2020,860,15,Algeria,DZ,DZA,43053054,Africa,21.84978562
15/11/2020,15,11,2020,844,14,Algeria,DZ,DZA,43053054,Africa,20.61874635
14/11/2020,14,11,2020,867,14,Algeria,DZ,DZA,43053054,Africa,19.33428462
13/11/2020,13,11,2020,851,18,Algeria,DZ,DZA,43053054,Africa,18.06143648
12/11/2020,12,11,2020,811,16,Algeria,DZ,DZA,43053054,Africa,16.79555648
11/11/2020,11,11,2020,753,15,Algeria,DZ,DZA,43053054,Africa,15.65510312
10/11/2020,10,11,2020,642,14,Algeria,DZ,DZA,43053054,Africa,14.57271765
09/11/2020,9,11,2020,670,12,Algeria,DZ,DZA,43053054,Africa,13.72260374
08/11/2020,8,11,2020,581,12,Algeria,DZ,DZA,43053054,Africa,12.7772585
07/11/2020,7,11,2020,631,13,Algeria,DZ,DZA,43053054,Africa,12.00843963
06/11/2020,6,11,2020,642,12,Algeria,DZ,DZA,43053054,Africa,11.17690745
05/11/2020,5,11,2020,548,10,Algeria,DZ,DZA,43053054,Africa,10.30356639
04/11/2020,4,11,2020,405,9,Algeria,DZ,DZA,43053054,Africa,9.61604257
03/11/2020,3,11,2020,302,7,Algeria,DZ,DZA,43053054,Africa,9.19330833
02/11/2020,2,11,2020,330,9,Algeria,DZ,DZA,43053054,Africa,8.98890936
01/11/2020,1,11,2020,291,8,Algeria,DZ,DZA,43053054,Africa,8.68463362
31/10/2020,31,10,2020,319,7,Algeria,DZ,DZA,43053054,Africa,8.50810723
30/10/2020,30,10,2020,306,8,Algeria,DZ,DZA,43053054,Africa,8.25725395
29/10/2020,29,10,2020,320,10,Algeria,DZ,DZA,43053054,Africa,7.99478708
28/10/2020,28,10,2020,287,9,Algeria,DZ,DZA,43053054,Africa,7.68122048
27/10/2020,27,10,2020,276,8,Algeria,DZ,DZA,43053054,Africa,7.41875362
26/10/2020,26,10,2020,263,7,Algeria,DZ,DZA,43053054,Africa,7.1330596
25/10/2020,25,10,2020,250,10,Algeria,DZ,DZA,43053054,Africa,6.82878385
24/10/2020,24,10,2020,273,9,Algeria,DZ,DZA,43053054,Africa,6.56399428
23/10/2020,23,10,2020,266,8,Algeria,DZ,DZA,43053054,Africa,6.26900939
22/10/2020,22,10,2020,252,15,Algeria,DZ,DZA,43053054,Africa,5.9717018
21/10/2020,21,10,2020,223,0,Algeria,DZ,DZA,43053054,Africa,5.66742606
20/10/2020,20,10,2020,214,9,Algeria,DZ,DZA,43053054,Africa,5.44909079
19/10/2020,19,10,2020,199,10,Algeria,DZ,DZA,43053054,Africa,5.26327354
18/10/2020,18,10,2020,215,5,Algeria,DZ,DZA,43053054,Africa,5.12855604
17/10/2020,17,10,2020,211,5,Algeria,DZ,DZA,43053054,Africa,4.97293409
16/10/2020,16,10,2020,193,9,Algeria,DZ,DZA,43053054,Africa,4.84750745
15/10/2020,15,10,2020,185,9,Algeria,DZ,DZA,43053054,Africa,4.77085784
14/10/2020,14,10,2020,174,9,Algeria,DZ,DZA,43053054,Africa,4.71743538
13/10/2020,13,10,2020,153,8,Algeria,DZ,DZA,43053054,Africa,4.67330378
12/10/2020,12,10,2020,132,6,Algeria,DZ,DZA,43053054,Africa,4.65704477
11/10/2020,11,10,2020,136,6,Algeria,DZ,DZA,43053054,Africa,4.7058218
10/10/2020,10,10,2020,146,6,Algeria,DZ,DZA,43053054,Africa,4.76156697
09/10/2020,9,10,2020,138,4,Algeria,DZ,DZA,43053054,Africa,4.82892572
08/10/2020,8,10,2020,121,6,Algeria,DZ,DZA,43053054,Africa,4.92415706
07/10/2020,7,10,2020,129,5,Algeria,DZ,DZA,43053054,Africa,5.07513358
06/10/2020,6,10,2020,134,8,Algeria,DZ,DZA,43053054,Africa,5.21914195
05/10/2020,5,10,2020,141,4,Algeria,DZ,DZA,43053054,Africa,5.36547303
04/10/2020,4,10,2020,148,7,Algeria,DZ,DZA,43053054,Africa,5.50948139
03/10/2020,3,10,2020,157,8,Algeria,DZ,DZA,43053054,Africa,5.65348976
02/10/2020,2,10,2020,160,7,Algeria,DZ,DZA,43053054,Africa,5.79749813
01/10/2020,1,10,2020,162,8,Algeria,DZ,DZA,43053054,Africa,5.95544279
30/09/2020,30,9,2020,155,7,Algeria,DZ,DZA,43053054,Africa,6.11803288
29/09/2020,29,9,2020,146,5,Algeria,DZ,DZA,43053054,Africa,6.31081828
28/09/2020,28,9,2020,153,3,Algeria,DZ,DZA,43053054,Africa,6.53379897
27/09/2020,27,9,2020,160,4,Algeria,DZ,DZA,43053054,Africa,6.75213424
26/09/2020,26,9,2020,175,4,Algeria,DZ,DZA,43053054,Africa,6.97279222
25/09/2020,25,9,2020,179,5,Algeria,DZ,DZA,43053054,Africa,7.17951391
24/09/2020,24,9,2020,186,9,Algeria,DZ,DZA,43053054,Africa,7.39552646
23/09/2020,23,9,2020,191,10,Algeria,DZ,DZA,43053054,Africa,7.60921629
22/09/2020,22,9,2020,197,7,Algeria,DZ,DZA,43053054,Africa,7.82755156
21/09/2020,21,9,2020,203,7,Algeria,DZ,DZA,43053054,Africa,8.04124139
20/09/2020,20,9,2020,210,6,Algeria,DZ,DZA,43053054,Africa,8.2502858
19/09/2020,19,9,2020,219,5,Algeria,DZ,DZA,43053054,Africa,8.45468477
18/09/2020,18,9,2020,228,9,Algeria,DZ,DZA,43053054,Africa,8.6521156
17/09/2020,17,9,2020,232,13,Algeria,DZ,DZA,43053054,Africa,8.84490099
16/09/2020,16,9,2020,238,12,Algeria,DZ,DZA,43053054,Africa,9.06091354
15/09/2020,15,9,2020,242,8,Algeria,DZ,DZA,43053054,Africa,9.29550782
14/09/2020,14,9,2020,247,7,Algeria,DZ,DZA,43053054,Africa,9.54171567
13/09/2020,13,9,2020,255,6,Algeria,DZ,DZA,43053054,Africa,9.81347339
12/09/2020,12,9,2020,264,8,Algeria,DZ,DZA,43053054,Africa,10.10149013
11/09/2020,11,9,2020,272,10,Algeria,DZ,DZA,43053054,Africa,10.38718415
10/09/2020,10,9,2020,278,10,Algeria,DZ,DZA,43053054,Africa,10.6775236
09/09/2020,9,9,2020,285,9,Algeria,DZ,DZA,43053054,Africa,10.93999046
08/09/2020,8,9,2020,289,6,Algeria,DZ,DZA,43053054,Africa,11.13742128
07/09/2020,7,9,2020,293,7,Algeria,DZ,DZA,43053054,Africa,11.39059728
06/09/2020,6,9,2020,298,10,Algeria,DZ,DZA,43053054,Africa,11.62054613
05/09/2020,5,9,2020,304,8,Algeria,DZ,DZA,43053054,Africa,11.85978584
04/09/2020,4,9,2020,311,6,Algeria,DZ,DZA,43053054,Africa,12.10367097
03/09/2020,3,9,2020,325,7,Algeria,DZ,DZA,43053054,Africa,12.33594253
02/09/2020,2,9,2020,339,8,Algeria,DZ,DZA,43053054,Africa,12.51711435
01/09/2020,1,9,2020,348,9,Algeria,DZ,DZA,43053054,Africa,12.7029316
31/08/2020,31,8,2020,364,10,Algeria,DZ,DZA,43053054,Africa,12.92126686
30/08/2020,30,8,2020,379,8,Algeria,DZ,DZA,43053054,Africa,13.1210204
29/08/2020,29,8,2020,387,8,Algeria,DZ,DZA,43053054,Africa,13.33006481
28/08/2020,28,8,2020,397,10,Algeria,DZ,DZA,43053054,Africa,13.53910921
27/08/2020,27,8,2020,391,9,Algeria,DZ,DZA,43053054,Africa,13.75047633
26/08/2020,26,8,2020,370,10,Algeria,DZ,DZA,43053054,Africa,13.99203875
25/08/2020,25,8,2020,398,11,Algeria,DZ,DZA,43053054,Africa,14.27541006
24/08/2020,24,8,2020,392,11,Algeria,DZ,DZA,43053054,Africa,14.50768162
23/08/2020,23,8,2020,401,6,Algeria,DZ,DZA,43053054,Africa,14.80731193
22/08/2020,22,8,2020,409,7,Algeria,DZ,DZA,43053054,Africa,15.12552396
21/08/2020,21,8,2020,411,9,Algeria,DZ,DZA,43053054,Africa,15.40424984
20/08/2020,20,8,2020,403,11,Algeria,DZ,DZA,43053054,Africa,15.77588433
19/08/2020,19,8,2020,419,12,Algeria,DZ,DZA,43053054,Africa,16.11964624
18/08/2020,18,8,2020,442,9,Algeria,DZ,DZA,43053054,Africa,16.3821131
17/08/2020,17,8,2020,450,10,Algeria,DZ,DZA,43053054,Africa,16.53308962
16/08/2020,16,8,2020,469,9,Algeria,DZ,DZA,43053054,Africa,16.68406613
15/08/2020,15,8,2020,477,10,Algeria,DZ,DZA,43053054,Africa,16.88614239
14/08/2020,14,8,2020,488,8,Algeria,DZ,DZA,43053054,Africa,17.08589593
13/08/2020,13,8,2020,495,11,Algeria,DZ,DZA,43053054,Africa,17.35068551
12/08/2020,12,8,2020,492,10,Algeria,DZ,DZA,43053054,Africa,17.62708866
11/08/2020,11,8,2020,498,10,Algeria,DZ,DZA,43053054,Africa,17.975496
10/08/2020,10,8,2020,521,9,Algeria,DZ,DZA,43053054,Africa,18.24957644
09/08/2020,9,8,2020,538,11,Algeria,DZ,DZA,43053054,Africa,18.41681196
08/08/2020,8,8,2020,529,9,Algeria,DZ,DZA,43053054,Africa,18.57243391
07/08/2020,7,8,2020,571,12,Algeria,DZ,DZA,43053054,Africa,18.91155039
06/08/2020,6,8,2020,551,13,Algeria,DZ,DZA,43053054,Africa,19.00678173
05/08/2020,5,8,2020,532,9,Algeria,DZ,DZA,43053054,Africa,19.1066585
04/08/2020,4,8,2020,507,8,Algeria,DZ,DZA,43053054,Africa,19.23440785
03/08/2020,3,8,2020,515,8,Algeria,DZ,DZA,43053054,Africa,19.46667941
02/08/2020,2,8,2020,556,13,Algeria,DZ,DZA,43053054,Africa,19.51313373
01/08/2020,1,8,2020,563,10,Algeria,DZ,DZA,43053054,Africa,19.61765593
31/07/2020,31,7,2020,602,14,Algeria,DZ,DZA,43053054,Africa,19.6873374
30/07/2020,30,7,2020,614,12,Algeria,DZ,DZA,43053054,Africa,19.64785123
29/07/2020,29,7,2020,642,11,Algeria,DZ,DZA,43053054,Africa,19.50848829
28/07/2020,28,7,2020,616,8,Algeria,DZ,DZA,43053054,Africa,19.241376
27/07/2020,27,7,2020,593,9,Algeria,DZ,DZA,43053054,Africa,18.9580047
26/07/2020,26,7,2020,605,10,Algeria,DZ,DZA,43053054,Africa,18.70250598
25/07/2020,25,7,2020,675,12,Algeria,DZ,DZA,43053054,Africa,18.38893938
24/07/2020,24,7,2020,612,13,Algeria,DZ,DZA,43053054,Africa,17.82916492
23/07/2020,23,7,2020,594,11,Algeria,DZ,DZA,43053054,Africa,17.47611215
22/07/2020,22,7,2020,587,13,Algeria,DZ,DZA,43053054,Africa,17.1857727
21/07/2020,21,7,2020,607,9,Algeria,DZ,DZA,43053054,Africa,16.92562855
20/07/2020,20,7,2020,535,10,Algeria,DZ,DZA,43053054,Africa,16.59115751
19/07/2020,19,7,2020,601,11,Algeria,DZ,DZA,43053054,Africa,16.37282224
18/07/2020,18,7,2020,593,5,Algeria,DZ,DZA,43053054,Africa,15.97563787
17/07/2020,17,7,2020,585,12,Algeria,DZ,DZA,43053054,Africa,15.55754906
16/07/2020,16,7,2020,554,12,Algeria,DZ,DZA,43053054,Africa,15.09300595
15/07/2020,15,7,2020,527,10,Algeria,DZ,DZA,43053054,Africa,14.6540127
14/07/2020,14,7,2020,494,7,Algeria,DZ,DZA,43053054,Africa,14.21037402
13/07/2020,13,7,2020,483,7,Algeria,DZ,DZA,43053054,Africa,13.75512176
12/07/2020,12,7,2020,470,8,Algeria,DZ,DZA,43053054,Africa,13.34167839
11/07/2020,11,7,2020,434,8,Algeria,DZ,DZA,43053054,Africa,12.90733057
10/07/2020,10,7,2020,460,10,Algeria,DZ,DZA,43053054,Africa,12.45672374
09/07/2020,9,7,2020,469,10,Algeria,DZ,DZA,43053054,Africa,11.84584954
08/07/2020,8,7,2020,475,9,Algeria,DZ,DZA,43053054,Africa,11.15600301
07/07/2020,7,7,2020,463,7,Algeria,DZ,DZA,43053054,Africa,10.41505673
06/07/2020,6,7,2020,441,6,Algeria,DZ,DZA,43053054,Africa,9.68572404
05/07/2020,5,7,2020,430,9,Algeria,DZ,DZA,43053054,Africa,8.98658664
04/07/2020,4,7,2020,413,9,Algeria,DZ,DZA,43053054,Africa,8.28280382
03/07/2020,3,7,2020,385,8,Algeria,DZ,DZA,43053054,Africa,7.59992543
02/07/2020,2,7,2020,365,8,Algeria,DZ,DZA,43053054,Africa,6.97743765
01/07/2020,1,7,2020,336,7,Algeria,DZ,DZA,43053054,Africa,6.41069505
30/06/2020,30,6,2020,298,8,Algeria,DZ,DZA,43053054,Africa,5.89969761
29/06/2020,29,6,2020,305,5,Algeria,DZ,DZA,43053054,Africa,5.46767251
28/06/2020,28,6,2020,283,7,Algeria,DZ,DZA,43053054,Africa,5.01242026
27/06/2020,27,6,2020,240,7,Algeria,DZ,DZA,43053054,Africa,4.61523589
26/06/2020,26,6,2020,197,9,Algeria,DZ,DZA,43053054,Africa,4.31096015
25/06/2020,25,6,2020,172,8,Algeria,DZ,DZA,43053054,Africa,4.09727031
24/06/2020,24,6,2020,156,9,Algeria,DZ,DZA,43053054,Africa,3.93468022
23/06/2020,23,6,2020,149,7,Algeria,DZ,DZA,43053054,Africa,3.84409431
22/06/2020,22,6,2020,140,8,Algeria,DZ,DZA,43053054,Africa,3.75583112
21/06/2020,21,6,2020,127,12,Algeria,DZ,DZA,43053054,Africa,3.67221336
20/06/2020,20,6,2020,119,14,Algeria,DZ,DZA,43053054,Africa,3.64434077
19/06/2020,19,6,2020,117,12,Algeria,DZ,DZA,43053054,Africa,3.60950004
18/06/2020,18,6,2020,121,11,Algeria,DZ,DZA,43053054,Africa,3.81389901
17/06/2020,17,6,2020,116,11,Algeria,DZ,DZA,43053054,Africa,3.53285042
16/06/2020,16,6,2020,112,10,Algeria,DZ,DZA,43053054,Africa,3.52588228
15/06/2020,15,6,2020,109,7,Algeria,DZ,DZA,43053054,Africa,3.54214128
14/06/2020,14,6,2020,112,9,Algeria,DZ,DZA,43053054,Africa,3.58395017
13/06/2020,13,6,2020,109,10,Algeria,DZ,DZA,43053054,Africa,3.63272719
12/06/2020,12,6,2020,105,9,Algeria,DZ,DZA,43053054,Africa,3.69776323
11/06/2020,11,6,2020,102,8,Algeria,DZ,DZA,43053054,Africa,3.77905828
10/06/2020,10,6,2020,117,9,Algeria,DZ,DZA,43053054,Africa,3.91377578
09/06/2020,9,6,2020,111,8,Algeria,DZ,DZA,43053054,Africa,4.09262488
08/06/2020,8,6,2020,104,9,Algeria,DZ,DZA,43053054,Africa,4.29237842
07/06/2020,7,6,2020,115,8,Algeria,DZ,DZA,43053054,Africa,4.49910011
06/06/2020,6,6,2020,104,9,Algeria,DZ,DZA,43053054,Africa,4.68491736
05/06/2020,5,6,2020,205,14,Algeria,DZ,DZA,43053054,Africa,4.8846709
04/06/2020,4,6,2020,0,0,Algeria,DZ,DZA,43053054,Africa,4.8405393
03/06/2020,3,6,2020,113,6,Algeria,DZ,DZA,43053054,Africa,5.22378738
02/06/2020,2,6,2020,119,8,Algeria,DZ,DZA,43053054,Africa,5.37011846
01/06/2020,1,6,2020,127,7,Algeria,DZ,DZA,43053054,Africa,5.51644954
31/05/2020,31,5,2020,133,8,Algeria,DZ,DZA,43053054,Africa,5.68136235
30/05/2020,30,5,2020,137,8,Algeria,DZ,DZA,43053054,Africa,5.81840257
29/05/2020,29,5,2020,140,7,Algeria,DZ,DZA,43053054,Africa,5.93453835
28/05/2020,28,5,2020,160,6,Algeria,DZ,DZA,43053054,Africa,6.04835141
27/05/2020,27,5,2020,194,8,Algeria,DZ,DZA,43053054,Africa,6.10874202
26/05/2020,26,5,2020,197,9,Algeria,DZ,DZA,43053054,Africa,6.06693314
25/05/2020,25,5,2020,193,8,Algeria,DZ,DZA,43053054,Africa,5.99957439
24/05/2020,24,5,2020,195,10,Algeria,DZ,DZA,43053054,Africa,5.93453835
23/05/2020,23,5,2020,190,7,Algeria,DZ,DZA,43053054,Africa,5.92060206
22/05/2020,22,5,2020,186,7,Algeria,DZ,DZA,43053054,Africa,5.91363391
21/05/2020,21,5,2020,165,7,Algeria,DZ,DZA,43053054,Africa,5.91131119
20/05/2020,20,5,2020,176,6,Algeria,DZ,DZA,43053054,Africa,5.8973749
19/05/2020,19,5,2020,182,7,Algeria,DZ,DZA,43053054,Africa,5.92989292
18/05/2020,18,5,2020,198,6,Algeria,DZ,DZA,43053054,Africa,5.91131119
17/05/2020,17,5,2020,192,6,Algeria,DZ,DZA,43053054,Africa,5.8671796
16/05/2020,16,5,2020,187,7,Algeria,DZ,DZA,43053054,Africa,5.7487211
15/05/2020,15,5,2020,189,7,Algeria,DZ,DZA,43053054,Africa,5.65813519
14/05/2020,14,5,2020,186,7,Algeria,DZ,DZA,43053054,Africa,5.58613101
13/05/2020,13,5,2020,176,8,Algeria,DZ,DZA,43053054,Africa,5.61632631
12/05/2020,12,5,2020,168,5,Algeria,DZ,DZA,43053054,Africa,5.51412683
11/05/2020,11,5,2020,165,8,Algeria,DZ,DZA,43053054,Africa,5.43747721
10/05/2020,10,5,2020,189,6,Algeria,DZ,DZA,43053054,Africa,5.3468913
09/05/2020,9,5,2020,187,5,Algeria,DZ,DZA,43053054,Africa,5.20752837
08/05/2020,8,5,2020,185,7,Algeria,DZ,DZA,43053054,Africa,5.05190642
07/05/2020,7,5,2020,159,6,Algeria,DZ,DZA,43053054,Africa,4.84750745
06/05/2020,6,5,2020,190,5,Algeria,DZ,DZA,43053054,Africa,4.70814451
05/05/2020,5,5,2020,174,2,Algeria,DZ,DZA,43053054,Africa,4.4828411
04/05/2020,4,5,2020,179,4,Algeria,DZ,DZA,43053054,Africa,4.28541028
03/05/2020,3,5,2020,141,6,Algeria,DZ,DZA,43053054,Africa,4.08797945
02/05/2020,2,5,2020,148,3,Algeria,DZ,DZA,43053054,Africa,4.03223428
01/05/2020,1,5,2020,158,6,Algeria,DZ,DZA,43053054,Africa,4.03687971
30/04/2020,30,4,2020,199,7,Algeria,DZ,DZA,43053054,Africa,3.92074393
29/04/2020,29,4,2020,132,5,Algeria,DZ,DZA,43053054,Africa,3.66756793
28/04/2020,28,4,2020,135,7,Algeria,DZ,DZA,43053054,Africa,3.56304572
27/04/2020,27,4,2020,126,6,Algeria,DZ,DZA,43053054,Africa,3.4097465
26/04/2020,26,4,2020,129,4,Algeria,DZ,DZA,43053054,Africa,3.32380602
25/04/2020,25,4,2020,120,8,Algeria,DZ,DZA,43053054,Africa,3.1728295
24/04/2020,24,4,2020,97,5,Algeria,DZ,DZA,43053054,Africa,3.11476161
23/04/2020,23,4,2020,99,10,Algeria,DZ,DZA,43053054,Africa,3.10779347
22/04/2020,22,4,2020,93,8,Algeria,DZ,DZA,43053054,Africa,3.11940705
21/04/2020,21,4,2020,89,9,Algeria,DZ,DZA,43053054,Africa,3.0079167
20/04/2020,20,4,2020,94,8,Algeria,DZ,DZA,43053054,Africa,3.04043472
19/04/2020,19,4,2020,117,3,Algeria,DZ,DZA,43053054,Africa,2.98236683
18/04/2020,18,4,2020,150,16,Algeria,DZ,DZA,43053054,Africa,2.89642635
17/04/2020,17,4,2020,108,12,Algeria,DZ,DZA,43053054,Africa,2.97772139
16/04/2020,16,4,2020,90,11,Algeria,DZ,DZA,43053054,Africa,3.04972558
15/04/2020,15,4,2020,87,12,Algeria,DZ,DZA,43053054,Africa,3.14495692
14/04/2020,14,4,2020,69,20,Algeria,DZ,DZA,43053054,Africa,3.24947912
13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,43053054,Africa,3.25876998
12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,43053054,Africa,3.18444308
11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,43053054,Africa,3.14031149
10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,43053054,Africa,3.01720756
09/04/2020,9,4,2020,104,12,Algeria,DZ,DZA,43053054,Africa,2.94984881
08/04/2020,8,4,2020,45,20,Algeria,DZ,DZA,43053054,Africa,2.79654958
07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,43053054,Africa,2.77099971
06/04/2020,6,4,2020,69,22,Algeria,DZ,DZA,43053054,Africa,2.59911875
05/04/2020,5,4,2020,80,25,Algeria,DZ,DZA,43053054,Africa,2.58285974
04/04/2020,4,4,2020,185,42,Algeria,DZ,DZA,43053054,Africa,2.48298297
03/04/2020,3,4,2020,139,5,Algeria,DZ,DZA,43053054,Africa,2.08115317
02/04/2020,2,4,2020,131,14,Algeria,DZ,DZA,43053054,Africa,1.80010459
01/04/2020,1,4,2020,132,9,Algeria,DZ,DZA,43053054,Africa,1.52370143
31/03/2020,31,3,2020,73,4,Algeria,DZ,DZA,43053054,Africa,1.2217484
30/03/2020,30,3,2020,57,2,Algeria,DZ,DZA,43053054,Africa,1.07541732
29/03/2020,29,3,2020,45,3,Algeria,DZ,DZA,43053054,Africa,0.9685724
28/03/2020,28,3,2020,42,1,Algeria,DZ,DZA,43053054,Africa,0.88960007
27/03/2020,27,3,2020,65,4,Algeria,DZ,DZA,43053054,Africa,0.79436873
26/03/2020,26,3,2020,38,2,Algeria,DZ,DZA,43053054,Africa,0.6550058
25/03/2020,25,3,2020,34,2,Algeria,DZ,DZA,43053054,Africa,0.56674261
24/03/2020,24,3,2020,29,0,Algeria,DZ,DZA,43053054,Africa,0.49473842
23/03/2020,23,3,2020,62,2,Algeria,DZ,DZA,43053054,Africa,0.43899325
22/03/2020,22,3,2020,37,5,Algeria,DZ,DZA,43053054,Africa,0.31124389
21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,43053054,Africa,0.22994884
20/03/2020,20,3,2020,18,1,Algeria,DZ,DZA,43053054,Africa,0.20207626
19/03/2020,19,3,2020,12,1,Algeria,DZ,DZA,43053054,Africa,0.16491281
18/03/2020,18,3,2020,2,1,Algeria,DZ,DZA,43053054,Africa,0.13704022
17/03/2020,17,3,2020,10,0,Algeria,DZ,DZA,43053054,Africa,0.13239479
16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,43053054,Africa,0.10916763
15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,43053054,Africa,0.08594048
14/03/2020,14,3,2020,1,1,Algeria,DZ,DZA,43053054,Africa,0.06039061
13/03/2020,13,3,2020,5,1,Algeria,DZ,DZA,43053054,Africa,0.05806789
12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0.04645431
09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,43053054,Africa,0.04645431
06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,43053054,Africa,0.03948617
05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,43053054,Africa,0.02787259
04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,43053054,Africa,0.01161358
02/03/2020,2,3,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0.00696815
01/03/2020,1,3,2020,2,0,Algeria,DZ,DZA,43053054,Africa,0.00696815
29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0.00232272
28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0.00232272
27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0.00232272
26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,43053054,Africa,0.00232272
25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
27/01/2020,27,1,2020,0,0,Algeria,DZ,DZA,43053054,Africa,0
